veryLightAzure #74BBFB
veryLightBlue #6666FF
veryLightMalachiteGreen #64E986
veryLightTangelo #FFB077
veryPaleOrange #FFDFBF
veryPaleYellow #FFFFBF
vineGreen #164010
violet #8F00FF
violetBlue #324AB2
violetBlueCrayola #766EC8
violetCaranDAche #6E00C0
violetColorWheel #7F00FF
violetCrayola #963D7F
violetRed #F75394
violetRYB #8601AF
violetWeb #EE82EE
violinBrown #674403
viridian #40826D
viridianGreen #009698
vistaBlue #7C9ED9
vividAmber #cc9900
vividAuburn #922724
vividBurgundy #9F1D35
vividCerise #DA1D81
vividCerulean #00AAEE
vividCrimson #CC0033
vividGamboge #FF9900
vividLimeGreen #a6d608
vividMalachite #00cc33
vividMulberry #B80CE3
vividOrange #FF5F00
vividOrangePeel #FFA000
vividOrchid #CC00FF
vividRaspberry #FF006C
vividRed #F70D1A
vividRedTangelo #DF6124
vividSkyBlue #00CCFF
vividTangelo #F07427
vividTangerine #FFA089
vividVermilion #e56024
vividViolet #9F00FF
vividYellow #FFE302
water #D4F1F9
watermelon #F05C85
watermelonRed #BF4147
watermelonYellow #EEFF1B
waterspout #A4F4F9
weldonBlue #7C98AB
wenge #645452
wheat #F5DEB3
white #FFFFFF
whiteChocolate #EDE6D6
whiteCoffee #E6E0D4
whiteSmoke #F5F5F5
wildOrchid #D470A2
wildStrawberry #FF43A4
wildWatermelon #FC6C85
willpowerOrange #FD5800
windsorTan #A75502
wine #722F37
wineDregs #673147
wineRed #B11226
wintergreenDream #56887D
winterSky #FF007C
winterWizard #A0E6FF
wisteria #C9A0DC
woodBrown #C19A6B
xanadu #738678
yellow #FFFF00
yellowCrayola #FCE883
yellowGreen #9ACD32
yellowGreenCrayola #C5E384
yellowMunsell #EFCC00
yellowNCS #FFD300
yellowOrange #FFAE42
yellowOrangeColorWheel #FF9505
yellowPantone #FEDF00
yellowProcess #FFEF00
yellowRose #FFF000
yellowRYB #FEFE33
yellowSunshine #FFF700
yInMnBlue #2E5090
zaffre #0014A8
zebraWhite #F5F5F5
zinnwaldite #2C1608
zomp #39A78E
